 libssh2, A library implementing the SSH2 protocol as defined by Internet Drafts
 libstaroffice, filter for old StarOffice documents(.sdc .sdw ...) based on librevenge
 libstemmer, Stemming library supporting several languages
 libsynctex, Library for synchronization between TeX files and resulting file
 libsysprof-capture, Kernel based performance profiler - capture library
 libtar, C library for manipulating POSIX tar files
 libtasn1, The ASN.1 library used in GNUTLS
 libteam, Library for controlling team network device
 libtermkey, Library for easy processing of keyboard entry from terminal-based programs
 libthai, Thai language support library
 libtheora, Standard encoder and decoder library for the Theora video compression format
 libtiff, Library for manipulation of TIFF images
 libtirpc, Transport Independent RPC library (SunRPC replacement)
 libtommath, Highly optimized and portable routines for integer based number theoretic applications
 libtool, A generic library support script
 libtorrent-rasterbar, A C++ BitTorrent library that aims to be a good alternative to all the other implementations around
 libunibreak, An implementation of the line breaking algorithm as described in Unicode 5.2.0 Standard Annex 14 Revision 24
 libunistring, Library for manipulating Unicode strings and C strings
 libunwind, Determine and manipulate the call-chain of a program
 libupnp, Portable Open Source UPnP Development Kit
 liburing, Linux-native io_uring I/O access library
 libusb, Library that provides generic access to USB devices
 libusbmuxd, Client library to multiplex connections from and to iOS devices
 libutempter, Interface for terminal emulators such as screen and xterm to record user sessions to utmp and wtmp files
 libutf8proc, C library for processing UTF-8 encoded Unicode strings
 libuv, Multi-platform support library with a focus on asynchronous I/O
 libva, Video Acceleration (VA) API for Linux
 libvdpau, Nvidia VDPAU library
 libverto, Main event loop abstraction library
 libvisio, Library providing ability to interpret and import visio diagrams
 libvorbis, Reference implementation of the Ogg Vorbis audio format
 libvpl, Intel Video Processing Library
 libvpx, VP8 and VP9 codec
 libvterm, Abstract library implementation of a VT220/xterm/ECMA-48 terminal emulator
 libwacom, Library to identify Wacom tablets and their features
 libwbclient, winbind client library
 libwebp, WebP library and conversion tools
 libwireplumber, Session / policy manager implementation for PipeWire - client library
 libwmf, A library for reading vector images in Microsoft's native Windows Metafile Format (WMF)
 libwnck3, Library to manage X windows and workspaces (via pagers tasklists etc.)
 libwpd, Library for importing WordPerfect (tm) documents
 libwpg, Library for importing and converting Corel WordPerfect(tm) Graphics images.
 libwps, a Microsoft Works file word processor format import filter library
 libx11, X11 client-side library
 libxau, X11 authorisation library
 libxaw, X11 Athena Widget library
 libxcb, X11 client-side library
 libxcomposite, X11 Composite extension library
 libxcrypt, Modern library for one-way hashing of passwords
 libxcursor, X cursor management library
 libxcvt, library providing a standalone version of the X server implementation of the VESA CVT standard timing modelines generator
 libxdamage, X11 damaged region extension library
 libxdg-basedir, An implementation of the XDG Base Directory specification
 libxdmcp, X11 Display Manager Control Protocol library
 libxext, X11 miscellaneous extensions library
 libxfce4ui, Widgets library for the Xfce desktop environment
 libxfce4util, Basic utility non-GUI functions for Xfce
 libxfixes, X11 miscellaneous 'fixes' extension library
 libxfont2, X11 font rasterisation library
 libxft, FreeType-based font drawing library for X
 libxi, X11 Input extension library
 libxinerama, X11 Xinerama extension library
 libxkbcommon, Keymap handling library for toolkits and window systems
 libxkbcommon-x11, Keyboard handling library using XKB data for X11 XCB clients
 libxkbfile, X11 keyboard file manipulation library
 libxklavier, High-level API for X Keyboard Extension (deprecated)
 libxml2, XML C parser and toolkit
 libxmlb, Library to help create and query binary XML blobs
 libxmu, X11 miscellaneous micro-utility library
 libxpm, X11 pixmap library
 libxpresent, X Present Extension library
 libxrandr, X11 RandR extension library
 libxrender, X Rendering Extension client library
 libxres, X11 Resource extension library
 libxshmfence, a library that exposes a event API on top of Linux futexes
 libxslt, XML stylesheet transformation library
 libxss, X11 Screen Saver extension library
 libxt, X11 toolkit intrinsics library
 libxtst, library for XTEST & RECORD extensions
 libxv, X11 Video extension library
 libxxf86vm, X11 XFree86 video mode extension library
 libyaml, YAML 1.1 library
 libyuv, Library for YUV scaling
 libzen, A C++ utility library
 libzip, C library for reading creating and modifying zip archives
 libzmf, a library for import of Zoner drawing and bitmap files
 licenses, A set of common license files
 lilv, A C library interface to the LV2 plug-in standard
 linux, The Linux kernel and modules
 linux-api-headers, Kernel headers sanitized for use in userspace
 linux-firmware, Firmware files for Linux
 linux-firmware-whence, Firmware files for Linux - contains the WHENCE license file which documents the vendor license details
 llvm-libs, LLVM runtime libraries
 lm_sensors, Collection of user space tools for general SMBus access and hardware monitoring
 lmdb, Symas Lightning Memory-Mapped Database
 lpsolve, a Mixed Integer Linear Programming (MILP) solver
 lsb-release, LSB version query program
 lsof, Lists open files for running Unix processes
 lua, Powerful lightweight programming language designed for extending applications
 lua-filesystem, File System Library for the Lua Programming Language
 lua-lgi, Lua bindings for gnome/gobject using gobject-introspection library
 lua-penlight, Lua libraries focusing on input data handling for Lua 5.4
 lua51, Powerful lightweight programming language designed for extending applications
 lua51-lpeg, Pattern-matching library for Lua 5.1
 lua53, Powerful lightweight programming language designed for extending applications
 lua53-lgi, Lua bindings for gnome/gobject using gobject-introspection library
 luajit, Just-in-time compiler and drop-in replacement for Lua 5.1
 lv2, Plugin standard for audio systems
 lxappearance, Feature-rich GTK+ theme switcher of the LXDE Desktop
 lxmenu-data, Freedesktop.org desktop menus for LXDE
 lynx-current, A text browser for the World Wide Web (current development version)
 lz4, Extremely fast compression algorithm
 lzo, Portable lossless data compression library
 m4, The GNU macro processor
 mailcap, Helper application and MIME type associations for file types
 maim, Utility to take a screenshot using imlib2
 make, GNU make utility to maintain groups of programs
 man-db, A utility for reading man pages
 mariadb-libs, MariaDB libraries
 maven, Java project management and project comprehension tool
 mbedtls2, An open source portable easy to use readable and flexible TLS library
 mc, A file manager that emulates Norton Commander
 md4c, C Markdown parser
 mdadm, A tool for managing/monitoring Linux md device arrays also known as Software RAID
 media-player-info, Data files describing media player capabilities mostly of mass-storage devices
 mediainfo, Supplies technical and tag information about media files (CLI interface)
 menu-cache, Caching mechanism for freedesktop.org compliant menus
 mesa, Open-source OpenGL drivers
 meson, High productivity build system
 minizip, Mini zip and unzip based on zlib
 mkinitcpio, Modular initramfs image creation utility
 mkinitcpio-busybox, Base initramfs tools
 mlt, An open source multimedia framework
 mobile-broadband-provider-info, APN configuration presets for mobile broadband connections
 mpc, Minimalist command line interface to MPD
 mpd, Flexible powerful server-side application for playing music
 mpd-mpris-bin, An implementation of the MPRIS protocol for MPD.
 mpdecimal, Package for correctly-rounded arbitrary precision decimal floating point arithmetic
 mpfr, Multiple-precision floating-point library
 mpg123, Console based real time MPEG Audio Player for Layer 1 2 and 3
 mpv, a free open source and cross-platform media player
 mpv-mpris, MPRIS plugin for mpv
 msgpack-c, An efficient object serialization library
 mtdev, A stand-alone library which transforms all variants of kernel MT events to the slotted type B protocol
 mtpfs, A FUSE filesystem that supports reading and writing from any MTP device
 mujs, An embeddable Javascript interpreter in C
 mypaint-brushes1, Brushes used by MyPaint and other software using libmypaint (v1.x)
 ncmpcpp, Featureful ncurses based MPD client inspired by ncmpc
 ncurses, System V Release 4.0 curses emulation library
 neon, HTTP/1.1 and WebDAV client library
 neovim, Fork of Vim aiming to improve user experience plugins and GUIs
 net-tools, Configuration tools for Linux networking
 netpbm, A toolkit for manipulation of graphic images
 nettle, A low-level cryptographic library
 network-manager-applet, Applet for managing network connections
 networkmanager, Network connection manager and user applications
 nfs-utils, Support programs for Network File Systems
 nfsidmap, Library to help mapping IDs mainly for NFSv4
 ninja, Small build system with a focus on speed
 nitrogen, Background browser and setter for X windows
 nm-connection-editor, NetworkManager GUI connection editor and widgets
 node-gyp, Node.js native addon build tool
 nodejs, Evented I/O for V8 javascript
 nodejs-nopt, Node/npm Option Parsing library
 noto-fonts, Google Noto TTF fonts
 noto-fonts-cjk, Google Noto CJK fonts
 noto-fonts-emoji, Google Noto emoji fonts
 noto-fonts-extra, Google Noto TTF fonts - additional variants
 npm, JavaScript package manager
 npth, The new GNU portable threads library
 nspr, Netscape Portable Runtime
 nss, Network Security Services
 nsxiv, Neo (or New or Not) Simple (or Small or Suckless) X Image Viewer
 oath-toolkit, OATH one-time password toolkit
 ocl-icd, OpenCL ICD Bindings
 oniguruma, a regular expressions library
 openal, Cross-platform 3D audio library software implementation
 opencore-amr, Open source implementation of the Adaptive Multi Rate (AMR) speech codec
 openexr, A high dynamic-range image file format library
 openh264, H.264 encoder and decoder
 openjpeg2, An open source JPEG 2000 codec version 2.5.2
 openssh, SSH protocol implementation for remote login command execution and file transfer
 openssl, The Open Source toolkit for Secure Sockets Layer and Transport Layer Security
 opus, Totally open royalty-free highly versatile audio codec
 orc, Optimized Inner Loop Runtime Compiler
 osl, OpenScop Library
 otf-font-awesome, Iconic font designed for Bootstrap
 p11-kit, Loads and enumerates PKCS#11 modules
 pacman, A library-based package manager with dependency support
 pacman-contrib, Contributed scripts and tools for pacman systems
 pacman-mirrorlist, Arch Linux mirror list for use by pacman
 pam, PAM (Pluggable Authentication Modules) library
 pambase, Base PAM configuration for services
 pamixer, Pulseaudio command-line mixer like amixer
 pango, A library for layout and rendering of text
 pangomm, C++ bindings for Pango
 pangomm-2.48, C++ bindings for Pango
 parted, A program for creating destroying resizing checking and copying partitions
 paru, Feature packed AUR helper
 paru-debug, Detached debugging symbols for paru
 pass, Stores retrieves generates and synchronizes passwords securely
 pass-otp, A pass extension for managing one-time-password (OTP) tokens.
 patch, A utility to apply patch files to original sources
 pavucontrol, PulseAudio Volume Control
 pciutils, PCI bus configuration space access library and tools
 pcmanfm, Extremely fast and lightweight file manager
 pcre, A deprecated library that implements Perl 5-style regular expressions
 pcre2, A library that implements Perl 5-style regular expressions. 2nd version
 pcsclite, PC/SC Architecture smartcard middleware library
 pdftk, Command-line tool for working with PDFs
 perl, A highly capable feature-rich programming language
 perl-error, Perl/CPAN Error module - Error/exception handling in an OO-ish way
 perl-image-exiftool, Reader and rewriter of EXIF information that supports raw files
 perl-mailtools, Various e-mail related modules
 perl-timedate, Date formating subroutines
 phonon-qt6, The multimedia framework by KDE
 phonon-qt6-vlc, Phonon VLC backend for Qt6
 php, A general-purpose scripting language that is especially suited to web development
 picard, Official MusicBrainz tagger
 picom-arian8j2-git, Arian8j2's picom fork with configurable transitions
 pinentry, Collection of simple PIN or passphrase entry dialogs which utilize the Assuan protocol
 piper, GTK application to configure gaming mice
 pipewire, Low-latency audio/video router and processor
 pipewire-audio, Low-latency audio/video router and processor - Audio support
 pipewire-pulse, Low-latency audio/video router and processor - PulseAudio replacement
 pixman, The pixel-manipulation library for X and cairo
 pkgconf, Package compiler and linker metadata toolkit
 pkgstats, Submit a list of installed packages to the Arch Linux project
 plasma-activities, Core components for KDE Activities
 plattenalbum, Browse music with MPD
 playerctl, mpris media player controller and lib for spotify vlc audacious bmp xmms2 and others.
 playerctld-systemd-unit, A systemd user unit for playerctld
 polkit, Application development toolkit for controlling system-wide privileges
 polkit-qt6, A library that allows developers to access PolicyKit API with a nice Qt-style API
 poppler, PDF rendering library based on xpdf 3.0
 poppler-data, Encoding data for the poppler PDF rendering library
 poppler-glib, Poppler glib bindings
 poppler-qt6, Poppler Qt6 bindings
 popt, A commandline option parser
 portaudio, A free cross-platform open source audio I/O library.
 postgresql-libs, Libraries for use with PostgreSQL
 potrace, Utility for tracing a bitmap (input: PBMPGMPPMBMP; output: EPSPSPDFSVGDXFPGMGimppathXFig)
 procps-ng, Utilities for monitoring your system and its processes
 protobuf, Protocol Buffers - Google's data interchange format
 psmisc, Miscellaneous procfs tools
 purpose, Framework for providing abstractions to get the developers purposes fulfilled
 pwgen, Password generator for creating easily memorable passwords
 python, The Python programming language
 python-anyio, High level compatibility layer for multiple asynchronous event loop implementations
 python-appdirs, A small Python module for determining appropriate platform-specific dirs e.g. a "user data dir".
 python-argcomplete, Easy extensible command line tab completion of arguments for your Python script
 python-argon2-cffi, Secure password hashing algorithm for Python
 python-argon2-cffi-bindings, Low-level CFFI bindings for Argon2
 python-astropy, Common core package for Astronomy
 python-astropy-iers-data, IERS Earth Rotation and Leap Second tables for the astropy core package
 python-asttokens, Get the currently executing AST node of a frame and other information
 python-async-lru, Simple LRU cache for asyncio
 python-attrs, Attributes without boilerplate.
 python-autocommand, A library to create a command-line program from a function
 python-babel, A collection of tools for internationalizing Python applications
 python-beautifulsoup4, A Python HTML/XML parser designed for quick turnaround projects like screen-scraping
 python-bleach, An easy whitelist-based HTML-sanitizing tool
 python-breathe, An extension to reStructuredText and Sphinx to be able to read and render Doxygen xml output
 python-build, A simple correct Python build frontend
 python-cachecontrol, Port of the caching algorithms in httplib2 for use with requests session object
 python-cairo, Python bindings for the cairo graphics library
 python-certifi, Python package for providing Mozilla's CA Bundle (using system CA store)
 python-cffi, Foreign Function Interface for Python calling C code
 python-chardet, Python3 module for character encoding auto-detection
 python-charset-normalizer, Encoding and language detection alternative to chardet
 python-click, Simple wrapper around optparse for powerful command line utilities
 python-colorama, Python API for cross-platform colored terminal text.
 python-comm, Python Comm implementation for the Jupyter kernel protocol
 python-contourpy, Python library for calculating contours in 2D quadrilateral grids
 python-coverage, A tool for measuring code coverage of Python programs
 python-cryptography, A package designed to expose cryptographic recipes and primitives to Python developers
 python-cssselect, A Python3 library that parses CSS3 Selectors and translates them to XPath 1.0
 python-cycler, Composable style cycles
 python-dateutil, Provides powerful extensions to the standard datetime module
 python-dbus, Python bindings for D-Bus
 python-decorator, Python Decorator module
 python-defusedxml, XML bomb protection for Python stdlib modules
 python-discid, Python binding of MusicBrainz libdiscid
 python-docopt, Pythonic argument parser that will make you smile
 python-docutils, Set of tools for processing plaintext docs into formats such as HTML XML or LaTeX
 python-evdev, Python bindings for the Linux input subsystem
 python-executing, Get the currently executing AST node of a frame and other information
 python-fasteners, A python package that provides useful locks.
 python-fastjsonschema, Fast JSON schema validator for Python
 python-filelock, A platform independent file lock
 python-fonttools, A library to manipulate font files from Python
 python-gobject, Python bindings for GLib/GObject/GIO/GTK
 python-h11, A pure-Python bring-your-own-I/O implementation of HTTP/1.1
 python-httpcore, A minimal HTTP client
 python-httpx, A next generation HTTP client for Python
 python-idna, Internationalized Domain Names in Applications (IDNA)
 python-imagesize, Analyzes JPEG/JPEG 2000/PNG/GIF/TIFF/SVG/Netpbm/WebP image headers and returns image size or DPI
 python-importlib-metadata, Read metadata from Python packages
 python-inflect, Correctly generate plurals singular nouns ordinals indefinite articles
 python-installer, Low-level library for installing a Python package from a wheel distribution
 python-ipykernel, The ipython kernel for Jupyter
 python-jaraco.context, Context managers by jaraco
 python-jaraco.functools, Functools like those found in stdlib
 python-jaraco.text, Module for text manipulation
 python-jedi, Awesome autocompletion for python
 python-jinja, A simple pythonic template language written in Python
 python-json-logger, A python library adding a json log formatter
 python-json5, A Python implementation of the JSON5 data format
 python-jsonschema, An implementation of JSON Schema validation for Python
 python-jsonschema-specifications, The JSON Schema meta-schemas and vocabularies exposed as a Registry
 python-jupyter-client, Jupyter protocol implementation and client libraries
 python-jupyter-core, Jupyter core package. A base package on which Jupyter projects rely
 python-jupyter-events, Configurable event system for Jupyter applications and extensions
 python-jupyterlab-server, Launch an application built using JupyterLab
 python-kiwisolver, A fast implementation of the Cassowary constraint solver
 python-lockfile, Platform-independent file locking module
 python-lxml, Python3 binding for the libxml2 and libxslt libraries
 python-mako, A template library written in Python
 python-markdown, Python implementation of John Gruber's Markdown
 python-markdown-it-py, Python port of markdown-it. Markdown parsing done right!
 python-markupsafe, Implements a XML/HTML/XHTML Markup safe string for Python
 python-matplotlib, A python plotting library making publication quality plots
 python-matplotlib-inline, Inline Matplotlib backend for Jupyter
 python-mdurl, URL utilities for markdown-it
 python-mistune, A fast yet powerful Python Markdown parser with renderers and plugins
 python-more-itertools, More routines for operating on iterables beyond itertools
 python-mpd2, Python library which provides a client interface for the Music Player Daemon
 python-msgpack, MessagePack serializer implementation for Python
 python-mutagen, An audio metadata tag reader and writer (python library)
 python-nest-asyncio, Patch asyncio to allow nested event loops
 python-numpy, Scientific tools for Python
 python-ordered-set, A MutableSet that remembers its order so that every entry has an index
 python-overrides, A decorator to automatically detect mismatch when overriding a method
 python-packaging, Core utilities for Python packages
 python-pandocfilters, A python module for writing pandoc filters
 python-parso, Python parser that supports error recovery and round-trip parsing for different Python versions
 python-pexpect, For controlling and automating applications
 python-pillow, Python Imaging Library (PIL) fork
 python-pip, The PyPA recommended tool for installing Python packages
 python-platformdirs, A library to determine platform-specific system directories
 python-pooch, Python library for fetching and caching data files
 python-prometheus_client, Prometheus instrumentation library for Python applications
 python-prompt_toolkit, Library for building powerful interactive command lines in Python
 python-psutil, A cross-platform process and system utilities module for Python
 python-ptyprocess, Run a subprocess in a pseudo terminal
 python-pure-eval, Safely evaluate AST nodes without side effects
 python-pycparser, C parser and AST generator written in Python
 python-pycups, Python bindings for libcups
 python-pyerfa, Bindings for ERFA routines
 python-pygments, Python syntax highlighter
 python-pyjwt, JSON Web Token implementation in Python
 python-pyparsing, General parsing module for Python
 python-pyproject-hooks, A low-level library for calling build-backends in pyproject.toml-based project
 python-pyqt5, A set of Python bindings for the Qt5 toolkit
 python-pyqt5-sip, The sip module support for PyQt5
 python-pyserial, Multiplatform Serial Port Module for Python
 python-pytz, Cross platform time zone library for Python
 python-pyzmq, Python bindings for ZeroMQ
 python-referencing, An implementation-agnostic implementation of JSON reference resolution
 python-requests, Python HTTP for Humans
 python-rich, Render rich text tables progress bars syntax highlighting markdown and more to the terminal
 python-rpds-py, Python bindings to the Rust rpds crate for persistent data structures
 python-ruamel-yaml, YAML parser/emitter that supports roundtrip preservation of comments seq/map flow style and map key order
 python-ruamel.yaml.clib, C version of reader parser and emitter for ruamel.yaml derived from libyaml
 python-scipy, Open-source software for mathematics science and engineering
 python-send2trash, Send file to trash natively
 python-setuptools, Easily download build install upgrade and uninstall Python packages
 python-setuptools-scm, Handles managing your python package versions in scm metadata
 python-six, Python 2 and 3 compatibility utilities
 python-sniffio, Sniff out which async library your code is running under
 python-snowballstemmer, Snowball stemming library collection for Python
 python-soupsieve, A CSS4 selector implementation for Beautiful Soup
 python-sphinx, Python documentation generator
 python-sphinx-alabaster-theme, Light configurable Sphinx theme
 python-sphinx_rtd_theme, Read the Docs theme for Sphinx
 python-sphinxcontrib-applehelp, Sphinx extension which outputs Apple help books
 python-sphinxcontrib-devhelp, Sphinx extension which outputs Devhelp document
 python-sphinxcontrib-htmlhelp, Sphinx extension which renders HTML help files
 python-sphinxcontrib-jquery, Extension to include jQuery on newer Sphinx releases
 python-sphinxcontrib-jsmath, Sphinx extension which renders display math in HTML via JavaScript
 python-sphinxcontrib-qthelp, Sphinx extension which outputs QtHelp document
 python-sphinxcontrib-serializinghtml, Sphinx extension which outputs "serialized" HTML files (json and pickle)
 python-stack-data, Extract data from python stack frames and tracebacks for informative displays
 python-tinycss2, Low-level CSS parser for Python
 python-tomli, A lil' TOML parser
 python-tornado, open source version of the scalable non-blocking web server and tools
 python-tqdm, Fast Extensible Progress Meter
 python-traitlets, A configuration system for Python applications
 python-trove-classifiers, Canonical source for classifiers on PyPI (pypi.org)
 python-typeguard, Run-time type checker for Python
 python-typing_extensions, Backported and Experimental Type Hints for Python 3.8+
 python-uc-micro-py, Micro subset of unicode data files for linkify-it-py projects
 python-urllib3, HTTP library with thread-safe connection pooling and file post support
 python-validate-pyproject, Validation library and CLI tool for checking on 'pyproject.toml' files using JSON Schema
 python-wcwidth, Python library that measures the width of unicode strings rendered to a terminal
 python-webencodings, This is a Python implementation of the WHATWG Encoding standard.
 python-websocket-client, WebSocket client library for Python
 python-wheel, A built-package format for Python
 python-yaml, Python bindings for YAML using fast libYAML library
 python-zipp, Pathlib-compatible object wrapper for zip files
 python-zstandard, Python bindings to the Zstandard (zstd) compression library
 qbittorrent, An advanced BitTorrent client programmed in C++ based on Qt toolkit and libtorrent-rasterbar
 qca-qt6, Qt Cryptographic Architecture
 qhull, A general dimension code for computing convex hulls and related structures
 qpdf, QPDF: A Content-Preserving PDF Transformation System
 qqc2-desktop-style, A style for Qt Quick Controls 2 to make it follow your desktop theme
 qrencode, C library for encoding data in a QR Code symbol.
 qt5-base, A cross-platform application and UI framework
 qt5-declarative, Classes for QML and JavaScript languages
 qt5-location, Provides access to position satellite and area monitoring classes
 qt5-remoteobjects, Inter-process communication (IPC) module developed for Qt
 qt5-svg, Classes for displaying the contents of SVG files
 qt5-translations, A cross-platform application and UI framework (Translations)
 qt5-webchannel, Provides access to QObject or QML objects from HTML clients for seamless integration of Qt applications with HTML/JavaScript clients
 qt5-webengine, Provides support for web applications using the Chromium browser project
 qt5-x11extras, Provides platform-specific APIs for X11
 qt6-5compat, Module that contains unsupported Qt 5 APIs
 qt6-base, A cross-platform application and UI framework
 qt6-declarative, Classes for QML and JavaScript languages
 qt6-imageformats, Plugins for additional image formats: TIFF MNG TGA WBMP
 qt6-multimedia, Classes for audio video radio and camera functionality
 qt6-multimedia-ffmpeg, FFMpeg backend for qt6-multimedia
 qt6-networkauth, Network authentication module
 qt6-positioning, Provides access to position satellite and area monitoring classes
 qt6-shadertools, Provides functionality for the shader pipeline that allows Qt Quick to operate on Vulkan Metal and Direct3D in addition to OpenGL
 qt6-speech, Qt Speech support
 qt6-svg, Classes for displaying the contents of SVG files
 qt6-translations, A cross-platform application and UI framework (Translations)
 qt6-wayland, Provides APIs for Wayland
 qt6-webchannel, Provides access to QObject or QML objects from HTML clients for seamless integration of Qt applications with HTML/JavaScript clients
 qt6-webengine, Provides support for web applications using the Chromium browser project
 r, Language and environment for statistical computing and graphics
 ragel, Compiles finite state machines from regular languages into executable C C++ Objective-C or D code.
 raptor, A C library that parses RDF/XML/N-Triples into RDF triples
 rasqal, A library handling RDF query syntaxes construction and execution
 rate-mirrors-bin, Everyday-use client-side map-aware mirror ranking tool - pre-built with musl
 rav1e, An AV1 encoder focused on speed and safety
 readline, GNU readline library
 redland, Library that provides a high-level interface to RDF data
 rhash, Utility for verifying hash sums of files
 ripgrep, A search tool that combines the usability of ag with the raw speed of grep
 rnnoise, A noise suppression library based on a recurrent neural network
 rofi, A window switcher application launcher and dmenu replacement
 rofi-pass, bash script to handle pass storages in a convenient way
 rpcbind, portmap replacement which supports RPC over various protocols
 rsync, A fast and versatile file copying tool for remote and local files
 rtkit, Realtime Policy and Watchdog Daemon
 rubberband, Time-stretching and pitch-shifting audio library and utility
 ruby, An object-oriented language for quick and easy programming
 ruby-bundled-gems, Bundled gems which are part of Ruby StdLib
 ruby-bundler, Manages an application's dependencies through its entire life across many machines systematically and repeatably
 ruby-debug, Debugging functionality for Ruby
 ruby-default-gems, Default gems which are part of Ruby StdLib
 ruby-erb, An easy to use but powerful templating system for Ruby
 ruby-irb, Interactive Ruby command-line tool for REPL (Read Eval Print Loop).
 ruby-matrix, An implementation of Matrix and Vector classes
 ruby-minitest, Complete suite of testing facilities supporting TDD BDD mocking and benchmarking
 ruby-net-ftp, Support for the File Transfer Protocol
 ruby-net-imap, Ruby client api for Internet Message Access Protocol
 ruby-net-pop, Ruby client library for POP3
 ruby-net-smtp, Simple Mail Transfer Protocol client library for Ruby
 ruby-power_assert, Power Assert for Ruby
 ruby-prime, Prime numbers and factorization library
 ruby-racc, LALR parser generator written in Ruby itself and generates ruby programs
 ruby-rake, Make-like build tool implemented in Ruby
 ruby-rbs, RBS is the language for type signatures for Ruby and standard library definitions
 ruby-rdoc, Command-line documentation generator for Ruby projects
 ruby-rexml, An XML toolkit for Ruby
 ruby-rss, Family of libraries that support various formats of XML "feeds"
 ruby-stdlib, Full Ruby StdLib including default gems bundled gems and tools
 ruby-test-unit, An xUnit family unit testing framework for Ruby
 ruby-typeprof, An experimental type-level Ruby interpreter for testing and understanding Ruby code
 rubygems, Package management framework for Ruby
 runc, CLI tool for managing OCI compliant containers
 rust, Systems programming language focused on safety speed and concurrency
 rustdesk-bin, Yet another remote desktop software written in Rust. Works out of the box no configuration required.
 sassc, C implementation of Sass CSS preprocessor
 sbc, Bluetooth Subband Codec (SBC) library
 scour, An SVG scrubber
 screenkey, A screencast tool to display your keys inspired by Screenflick
 scrot, Simple command-line screenshot utility for X
 sdl2, A library for portable low-level access to a video framebuffer audio output mouse and keyboard (Version 2)
 sed, GNU stream editor
 selectdefaultapplication-git, A very simple application that lets you define default applications on Linux in a sane way
 semver, The semantic version parser used by npm
 serd, Lightweight C library for RDF syntax supporting reading/ writing Turtle and NTriples
 serf, High-performance asynchronous HTTP client library
 shaderc, Collection of tools libraries and tests for shader compilation
 shadow, Password and account management tool suite with support for shadow files and PAM
 shared-mime-info, Freedesktop.org Shared MIME Info
 signon-kwallet-extension, KWallet integration for signon framework
 signon-plugin-oauth2, OAuth 2 plugin for signon
 signon-ui, UI component responsible for handling the user interactions which can happen during the login process of an online account
 signond, A D-Bus service which performs user authentication on behalf of its clients
 simple-mtpfs, A FUSE filesystem that supports reading/writing from MTP devices
 slang, S-Lang is a powerful interpreted language
 slop, Utility to query the user for a selection and print the region to stdout
 smbclient, Tools to access a server's filespace and printers via SMB
 snappy, A fast compressor/decompressor library
 solid, Hardware integration and detection
 sonnet, Spelling framework for Qt
 sord, A lightweight C library for storing RDF data in memory
 sound-theme-freedesktop, Freedesktop sound theme
 spdlog, Very fast header-only/compiled C++ logging library
 speex, A free codec for free speech
 speexdsp, DSP library derived from Speex
 sphinx, Free open-source SQL full-text search engine.
 spirv-tools, API and commands for processing SPIR-V modules
 sqlite, A C library that implements an SQL database engine
 sratom, An LV2 Atom RDF serialisation library
 srt, Secure Reliable Transport library
 sshfs, FUSE client based on the SSH File Transfer Protocol
 sshpass, Fool ssh into accepting an interactive password non-interactively
 startup-notification, Libary to monitor and display application startup
 subversion, A Modern Concurrent Version Control System
 sudo, Give certain users the ability to run some commands as root
 suitesparse, A collection of sparse matrix libraries
 svt-av1, Scalable Video Technology AV1 encoder and decoder
 sxiv, Simple X Image Viewer
 syndication, RSS/Atom parser library
 syntax-highlighting, Syntax highlighting engine for structured text and code
 system-config-printer, A CUPS printer configuration tool and status applet
 systemd, system and service manager
 systemd-libs, systemd client libraries
 systemd-sysvcompat, sysvinit compat for systemd
 taglib, A Library for reading and editing the meta-data of several popular audio formats
 talloc, Hierarchical pool based memory allocator with destructors
 tar, Utility used to store backup and transport files
 tcl, Powerful easy-to-learn dynamic programming language
 tcsh, Enhanced version of the Berkeley C shell
 tdb, Trivial Database similar to GDBM but allows simultaneous commits
 telegram-desktop, Official Telegram Desktop client
 tesseract, An OCR program
 tesseract-data-afr, Tesseract OCR data (afr)
 tesseract-data-osd, Tesseract OCR data (osd)
 tevent, Event system based on the talloc memory management library
 texinfo, GNU documentation system for on-line information and printed output
 texlive-basic, TeX Live - Essential programs and files
 texlive-bibtexextra, TeX Live - BibTeX additional styles
 texlive-bin, TeX Live binaries
 texlive-binextra, TeX Live - TeX auxiliary programs
 texlive-context, TeX Live - ConTeXt and packages
 texlive-fontsextra, TeX Live - Additional fonts
 texlive-fontsrecommended, TeX Live - Recommended fonts
 texlive-fontutils, TeX Live - Graphics and font utilities
 texlive-formatsextra, TeX Live - Additional formats
 texlive-games, TeX Live - Games typesetting
 texlive-humanities, TeX Live - Humanities packages
 texlive-latex, TeX Live - LaTeX fundamental packages
 texlive-latexextra, TeX Live - LaTeX additional packages
 texlive-latexrecommended, TeX Live - LaTeX recommended packages
 texlive-luatex, TeX Live - LuaTeX packages
 texlive-mathscience, TeX Live - Mathematics natural sciences computer science packages
 texlive-metapost, TeX Live - MetaPost and Metafont packages
 texlive-music, TeX Live - Music packages
 texlive-pictures, TeX Live - Graphics pictures diagrams
 texlive-plaingeneric, TeX Live - Plain (La)TeX packages
 texlive-pstricks, TeX Live - PSTricks
 texlive-publishers, TeX Live - Publisher styles theses etc.
 texlive-xetex, TeX Live - XeTeX and packages
 tinyxml2, Simple XML parser made for easy integration
 tk, A windowing toolkit for use with tcl
 tmux, Terminal multiplexer
 topcat, Tool for OPerations on Catalogues And Tables
